,fold_id,model_name,set,accuracy,precision,recall,f1
64,32,best_logistic,train,0.9326923076923077,0.9298245614035088,0.9464285714285714,0.9380530973451328
65,32,best_logistic,test,0.9019607843137255,0.8333333333333334,0.9523809523809523,0.888888888888889
66,33,best_logistic,train,0.9223300970873787,0.9038461538461539,0.94,0.9215686274509804
67,33,best_logistic,test,0.9615384615384616,0.9629629629629629,0.9629629629629629,0.9629629629629629
68,34,best_logistic,train,0.970873786407767,0.9814814814814815,0.9636363636363636,0.9724770642201834
69,34,best_logistic,test,0.8653846153846154,0.7777777777777778,0.9545454545454546,0.8571428571428572
70,35,best_logistic,train,0.9615384615384616,0.9591836734693877,0.9591836734693877,0.9591836734693877
71,35,best_logistic,test,0.8627450980392157,1.0,0.75,0.8571428571428571
72,36,best_logistic,train,0.9223300970873787,0.9245283018867925,0.9245283018867925,0.9245283018867925
73,36,best_logistic,test,0.9230769230769231,0.8571428571428571,1.0,0.923076923076923
74,37,best_logistic,train,0.9223300970873787,0.9166666666666666,0.9166666666666666,0.9166666666666666
75,37,best_logistic,test,0.9230769230769231,0.9310344827586207,0.9310344827586207,0.9310344827586207
76,38,best_logistic,train,0.9519230769230769,0.9444444444444444,0.9622641509433962,0.9532710280373832
77,38,best_logistic,test,0.8823529411764706,0.8461538461538461,0.9166666666666666,0.8799999999999999
78,39,best_logistic,train,0.9320388349514563,0.9069767441860465,0.9285714285714286,0.9176470588235294
79,39,best_logistic,test,0.9423076923076923,0.9705882352941176,0.9428571428571428,0.9565217391304348
80,40,best_logistic,train,0.9320388349514563,0.9230769230769231,0.9411764705882353,0.9320388349514563
81,40,best_logistic,test,0.9615384615384616,1.0,0.9230769230769231,0.9600000000000001
82,41,best_logistic,train,0.9711538461538461,0.9833333333333333,0.9672131147540983,0.9752066115702478
83,41,best_logistic,test,0.803921568627451,0.6153846153846154,1.0,0.761904761904762
84,42,best_logistic,train,0.941747572815534,0.9387755102040817,0.9387755102040817,0.9387755102040817
85,42,best_logistic,test,0.8846153846153846,0.8666666666666667,0.9285714285714286,0.896551724137931
86,43,best_logistic,train,0.9320388349514563,0.9411764705882353,0.9230769230769231,0.9320388349514563
87,43,best_logistic,test,0.8846153846153846,0.9130434782608695,0.84,0.8749999999999999
88,44,best_logistic,train,0.9230769230769231,0.9090909090909091,0.9433962264150944,0.9259259259259259
89,44,best_logistic,test,0.9411764705882353,0.92,0.9583333333333334,0.9387755102040817
90,45,best_logistic,train,0.9320388349514563,0.9166666666666666,0.9361702127659575,0.9263157894736843
91,45,best_logistic,test,0.9615384615384616,1.0,0.9333333333333333,0.9655172413793104
92,46,best_logistic,train,0.9223300970873787,0.9137931034482759,0.9464285714285714,0.9298245614035087
93,46,best_logistic,test,0.8846153846153846,0.7777777777777778,1.0,0.8750000000000001
94,47,best_logistic,train,0.9519230769230769,0.96,0.9411764705882353,0.9504950495049505
95,47,best_logistic,test,0.9019607843137255,0.8620689655172413,0.9615384615384616,0.9090909090909091
96,48,best_logistic,train,0.9320388349514563,0.9245283018867925,0.9423076923076923,0.9333333333333333
97,48,best_logistic,test,0.9230769230769231,0.9565217391304348,0.88,0.9166666666666666
98,49,best_logistic,train,0.9514563106796117,0.94,0.9591836734693877,0.9494949494949495
99,49,best_logistic,test,0.8653846153846154,0.92,0.8214285714285714,0.8679245283018867
100,50,best_logistic,train,0.9230769230769231,0.9245283018867925,0.9245283018867925,0.9245283018867925
101,50,best_logistic,test,0.9607843137254902,0.9230769230769231,1.0,0.9600000000000001
102,51,best_logistic,train,0.9514563106796117,0.9387755102040817,0.9583333333333334,0.9484536082474228
103,51,best_logistic,test,0.8846153846153846,0.9259259259259259,0.8620689655172413,0.8928571428571429
104,52,best_logistic,train,0.9029126213592233,0.9019607843137255,0.9019607843137255,0.9019607843137255
105,52,best_logistic,test,0.9038461538461539,0.9565217391304348,0.8461538461538461,0.8979591836734695
106,53,best_logistic,train,0.9807692307692307,0.9649122807017544,1.0,0.9821428571428572
107,53,best_logistic,test,0.8235294117647058,0.7407407407407407,0.9090909090909091,0.8163265306122449
108,54,best_logistic,train,0.9611650485436893,0.9583333333333334,0.9583333333333334,0.9583333333333334
109,54,best_logistic,test,0.9038461538461539,0.875,0.9655172413793104,0.9180327868852458
110,55,best_logistic,train,0.912621359223301,0.9137931034482759,0.9298245614035088,0.9217391304347825
111,55,best_logistic,test,0.9615384615384616,0.95,0.95,0.9500000000000001
112,56,best_logistic,train,0.9423076923076923,0.9387755102040817,0.9387755102040817,0.9387755102040817
113,56,best_logistic,test,0.8823529411764706,0.9230769230769231,0.8571428571428571,0.888888888888889
114,57,best_logistic,train,0.9514563106796117,0.9454545454545454,0.9629629629629629,0.9541284403669724
115,57,best_logistic,test,0.9230769230769231,0.9523809523809523,0.8695652173913043,0.909090909090909
116,58,best_logistic,train,0.9029126213592233,0.9,0.9,0.9
117,58,best_logistic,test,0.9230769230769231,0.896551724137931,0.9629629629629629,0.9285714285714286
118,59,best_logistic,train,0.9326923076923077,0.9387755102040817,0.92,0.9292929292929293
119,59,best_logistic,test,0.8627450980392157,0.8571428571428571,0.8888888888888888,0.8727272727272727
120,60,best_logistic,train,0.9514563106796117,0.9649122807017544,0.9482758620689655,0.9565217391304347
121,60,best_logistic,test,0.9038461538461539,0.85,0.8947368421052632,0.8717948717948718
122,61,best_logistic,train,0.9320388349514563,0.9166666666666666,0.9361702127659575,0.9263157894736843
123,61,best_logistic,test,0.9423076923076923,0.9354838709677419,0.9666666666666667,0.9508196721311476
124,62,best_logistic,train,0.9519230769230769,0.94,0.9591836734693877,0.9494949494949495
125,62,best_logistic,test,0.8627450980392157,0.8888888888888888,0.8571428571428571,0.8727272727272727
126,63,best_logistic,train,0.941747572815534,0.9285714285714286,0.9629629629629629,0.9454545454545454
127,63,best_logistic,test,0.9230769230769231,0.88,0.9565217391304348,0.9166666666666666
128,64,best_logistic,train,0.9514563106796117,0.9411764705882353,0.96,0.9504950495049505
129,64,best_logistic,test,0.8846153846153846,0.92,0.8518518518518519,0.8846153846153846
130,65,best_logistic,train,0.9423076923076923,0.94,0.94,0.94
131,65,best_logistic,test,0.8823529411764706,0.8888888888888888,0.8888888888888888,0.8888888888888888
132,66,best_logistic,train,0.941747572815534,0.9454545454545454,0.9454545454545454,0.9454545454545454
133,66,best_logistic,test,0.9230769230769231,0.875,0.9545454545454546,0.9130434782608695
134,67,best_logistic,train,0.941747572815534,0.94,0.94,0.94
135,67,best_logistic,test,0.8846153846153846,0.92,0.8518518518518519,0.8846153846153846
136,68,best_logistic,train,0.9423076923076923,0.9387755102040817,0.9387755102040817,0.9387755102040817
137,68,best_logistic,test,0.9019607843137255,1.0,0.8214285714285714,0.9019607843137255
138,69,best_logistic,train,0.9805825242718447,0.9629629629629629,1.0,0.9811320754716981
139,69,best_logistic,test,0.9038461538461539,0.8571428571428571,0.96,0.9056603773584904
140,70,best_logistic,train,0.941747572815534,0.9375,0.9375,0.9375
141,70,best_logistic,test,0.8461538461538461,0.8888888888888888,0.8275862068965517,0.8571428571428572
142,71,best_logistic,train,0.9326923076923077,0.9272727272727272,0.9444444444444444,0.9357798165137615
143,71,best_logistic,test,0.9019607843137255,0.95,0.8260869565217391,0.8837209302325583
144,72,best_logistic,train,0.970873786407767,0.96,0.9795918367346939,0.9696969696969697
145,72,best_logistic,test,0.8846153846153846,0.8666666666666667,0.9285714285714286,0.896551724137931
146,73,best_logistic,train,0.912621359223301,0.9107142857142857,0.9272727272727272,0.918918918918919
147,73,best_logistic,test,0.9615384615384616,1.0,0.9090909090909091,0.9523809523809523
148,74,best_logistic,train,0.9134615384615384,0.9019607843137255,0.92,0.9108910891089109
149,74,best_logistic,test,0.9019607843137255,0.8928571428571429,0.9259259259259259,0.9090909090909091
150,75,best_logistic,train,0.9611650485436893,0.9591836734693877,0.9591836734693877,0.9591836734693877
151,75,best_logistic,test,0.8653846153846154,0.9565217391304348,0.7857142857142857,0.8627450980392156
152,76,best_logistic,train,0.912621359223301,0.9056603773584906,0.9230769230769231,0.9142857142857143
153,76,best_logistic,test,0.9038461538461539,0.8571428571428571,0.96,0.9056603773584904
154,77,best_logistic,train,0.9423076923076923,0.9272727272727272,0.9622641509433962,0.9444444444444444
155,77,best_logistic,test,0.9215686274509803,0.9166666666666666,0.9166666666666666,0.9166666666666666
156,78,best_logistic,train,0.941747572815534,0.9215686274509803,0.9591836734693877,0.9400000000000001
157,78,best_logistic,test,0.9423076923076923,0.9629629629629629,0.9285714285714286,0.9454545454545454
158,79,best_logistic,train,0.9514563106796117,0.9491525423728814,0.9655172413793104,0.9572649572649573
159,79,best_logistic,test,0.8653846153846154,0.75,0.9473684210526315,0.8372093023255814
160,80,best_logistic,train,0.9326923076923077,0.9347826086956522,0.9148936170212766,0.924731182795699
161,80,best_logistic,test,0.8627450980392157,0.896551724137931,0.8666666666666667,0.8813559322033899
162,81,best_logistic,train,0.9514563106796117,0.9444444444444444,0.9622641509433962,0.9532710280373832
163,81,best_logistic,test,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9166666666666666
164,82,best_logistic,train,0.9514563106796117,0.9583333333333334,0.9387755102040817,0.9484536082474228
165,82,best_logistic,test,0.8269230769230769,0.8518518518518519,0.8214285714285714,0.8363636363636364
166,83,best_logistic,train,0.9134615384615384,0.9056603773584906,0.9230769230769231,0.9142857142857143
167,83,best_logistic,test,0.9411764705882353,0.8928571428571429,1.0,0.9433962264150945
168,84,best_logistic,train,0.912621359223301,0.9,0.9183673469387755,0.9090909090909091
169,84,best_logistic,test,0.9038461538461539,0.896551724137931,0.9285714285714286,0.912280701754386
170,85,best_logistic,train,0.9805825242718447,0.9803921568627451,0.9803921568627451,0.9803921568627451
171,85,best_logistic,test,0.8846153846153846,0.9166666666666666,0.8461538461538461,0.8799999999999999
172,86,best_logistic,train,0.9038461538461539,0.9074074074074074,0.9074074074074074,0.9074074074074074
173,86,best_logistic,test,0.9411764705882353,0.8846153846153846,1.0,0.9387755102040816
174,87,best_logistic,train,0.9611650485436893,0.9545454545454546,0.9545454545454546,0.9545454545454546
175,87,best_logistic,test,0.8461538461538461,0.9629629629629629,0.7878787878787878,0.8666666666666665
176,88,best_logistic,train,0.9223300970873787,0.9285714285714286,0.9285714285714286,0.9285714285714286
177,88,best_logistic,test,0.8846153846153846,0.8,0.9523809523809523,0.8695652173913043
178,89,best_logistic,train,0.9423076923076923,0.9285714285714286,0.9629629629629629,0.9454545454545454
179,89,best_logistic,test,0.9215686274509803,0.9130434782608695,0.9130434782608695,0.9130434782608695
180,90,best_logistic,train,0.941747572815534,0.9444444444444444,0.9444444444444444,0.9444444444444444
181,90,best_logistic,test,0.9423076923076923,0.9166666666666666,0.9565217391304348,0.9361702127659574
182,91,best_logistic,train,0.9514563106796117,0.9361702127659575,0.9565217391304348,0.9462365591397849
183,91,best_logistic,test,0.9038461538461539,0.90625,0.9354838709677419,0.9206349206349206
184,92,best_logistic,train,0.9326923076923077,0.9272727272727272,0.9444444444444444,0.9357798165137615
185,92,best_logistic,test,0.8431372549019608,0.8,0.8695652173913043,0.8333333333333333
186,93,best_logistic,train,0.912621359223301,0.9,0.9183673469387755,0.9090909090909091
187,93,best_logistic,test,0.9423076923076923,0.9629629629629629,0.9285714285714286,0.9454545454545454
188,94,best_logistic,train,0.9320388349514563,0.94,0.9215686274509803,0.9306930693069307
189,94,best_logistic,test,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
190,95,best_logistic,train,0.9807692307692307,0.9642857142857143,1.0,0.9818181818181818
191,95,best_logistic,test,0.8823529411764706,0.8695652173913043,0.8695652173913043,0.8695652173913043
192,96,best_logistic,train,0.9223300970873787,0.92,0.92,0.92
193,96,best_logistic,test,0.8846153846153846,0.92,0.8518518518518519,0.8846153846153846
194,97,best_logistic,train,0.9320388349514563,0.9183673469387755,0.9375,0.9278350515463918
195,97,best_logistic,test,0.9038461538461539,0.9285714285714286,0.896551724137931,0.912280701754386
196,98,best_logistic,train,0.9230769230769231,0.9285714285714286,0.9285714285714286,0.9285714285714286
197,98,best_logistic,test,0.9019607843137255,0.8636363636363636,0.9047619047619048,0.8837209302325582
198,99,best_logistic,train,0.8932038834951457,0.875,0.8936170212765957,0.8842105263157894
199,99,best_logistic,test,0.9423076923076923,0.9354838709677419,0.9666666666666667,0.9508196721311476
200,100,best_logistic,train,0.9514563106796117,0.9649122807017544,0.9482758620689655,0.9565217391304347
201,100,best_logistic,test,0.9038461538461539,0.8181818181818182,0.9473684210526315,0.8780487804878049
202,101,best_logistic,train,0.9519230769230769,0.94,0.9591836734693877,0.9494949494949495
203,101,best_logistic,test,0.9215686274509803,0.9615384615384616,0.8928571428571429,0.9259259259259259
204,102,best_logistic,train,0.941747572815534,0.9361702127659575,0.9361702127659575,0.9361702127659575
205,102,best_logistic,test,0.9038461538461539,0.9310344827586207,0.9,0.9152542372881356
206,103,best_logistic,train,0.941747572815534,0.9387755102040817,0.9387755102040817,0.9387755102040817
207,103,best_logistic,test,0.9230769230769231,0.9615384615384616,0.8928571428571429,0.9259259259259259
208,104,best_logistic,train,0.9519230769230769,0.9491525423728814,0.9655172413793104,0.9572649572649573
209,104,best_logistic,test,0.9019607843137255,0.85,0.8947368421052632,0.8717948717948718
210,105,best_logistic,train,0.9223300970873787,0.9361702127659575,0.8979591836734694,0.9166666666666666
211,105,best_logistic,test,0.9230769230769231,0.9615384615384616,0.8928571428571429,0.9259259259259259
212,106,best_logistic,train,0.9514563106796117,0.9230769230769231,0.9795918367346939,0.9504950495049506
213,106,best_logistic,test,0.9230769230769231,0.9615384615384616,0.8928571428571429,0.9259259259259259
214,107,best_logistic,train,0.9423076923076923,0.9464285714285714,0.9464285714285714,0.9464285714285714
215,107,best_logistic,test,0.9019607843137255,0.8076923076923077,1.0,0.8936170212765957
216,108,best_logistic,train,0.9320388349514563,0.9148936170212766,0.9347826086956522,0.924731182795699
217,108,best_logistic,test,0.9038461538461539,0.9642857142857143,0.8709677419354839,0.9152542372881356
218,109,best_logistic,train,0.941747572815534,0.9433962264150944,0.9433962264150944,0.9433962264150944
219,109,best_logistic,test,0.9038461538461539,0.8275862068965517,1.0,0.9056603773584906
220,110,best_logistic,train,0.9423076923076923,0.9454545454545454,0.9454545454545454,0.9454545454545454
221,110,best_logistic,test,0.8627450980392157,0.8571428571428571,0.8181818181818182,0.8372093023255814
222,111,best_logistic,train,0.912621359223301,0.9090909090909091,0.9259259259259259,0.9174311926605504
223,111,best_logistic,test,0.9230769230769231,0.88,0.9565217391304348,0.9166666666666666
224,112,best_logistic,train,0.9805825242718447,0.9791666666666666,0.9791666666666666,0.9791666666666666
225,112,best_logistic,test,0.9038461538461539,0.9,0.9310344827586207,0.9152542372881356
226,113,best_logistic,train,0.9134615384615384,0.9056603773584906,0.9230769230769231,0.9142857142857143
227,113,best_logistic,test,0.9607843137254902,1.0,0.92,0.9583333333333334
228,114,best_logistic,train,0.9514563106796117,0.94,0.9591836734693877,0.9494949494949495
229,114,best_logistic,test,0.9038461538461539,0.9259259259259259,0.8928571428571429,0.9090909090909091
230,115,best_logistic,train,0.941747572815534,0.9230769230769231,0.96,0.9411764705882353
231,115,best_logistic,test,0.8269230769230769,0.78125,0.9259259259259259,0.847457627118644
232,116,best_logistic,train,0.9134615384615384,0.896551724137931,0.9454545454545454,0.920353982300885
233,116,best_logistic,test,0.9803921568627451,1.0,0.9545454545454546,0.9767441860465117
234,117,best_logistic,train,0.9029126213592233,0.9056603773584906,0.9056603773584906,0.9056603773584906
235,117,best_logistic,test,0.9230769230769231,0.9166666666666666,0.9166666666666666,0.9166666666666666
236,118,best_logistic,train,0.9805825242718447,0.9607843137254902,1.0,0.98
237,118,best_logistic,test,0.8653846153846154,0.92,0.8214285714285714,0.8679245283018867
238,119,best_logistic,train,0.9038461538461539,0.8888888888888888,0.9230769230769231,0.9056603773584906
239,119,best_logistic,test,0.9215686274509803,0.92,0.92,0.92
240,120,best_logistic,train,0.970873786407767,0.9423076923076923,1.0,0.9702970297029703
241,120,best_logistic,test,0.8846153846153846,1.0,0.7857142857142857,0.88
242,121,best_logistic,train,0.9320388349514563,0.9285714285714286,0.9454545454545454,0.9369369369369368
243,121,best_logistic,test,0.8653846153846154,0.8,0.9090909090909091,0.8510638297872342
244,122,best_logistic,train,0.9038461538461539,0.8846153846153846,0.92,0.9019607843137256
245,122,best_logistic,test,0.9215686274509803,0.8709677419354839,1.0,0.9310344827586207
246,123,best_logistic,train,0.9320388349514563,0.9090909090909091,0.9615384615384616,0.9345794392523366
247,123,best_logistic,test,0.9615384615384616,0.96,0.96,0.96
248,124,best_logistic,train,0.941747572815534,0.9272727272727272,0.9622641509433962,0.9444444444444444
249,124,best_logistic,test,0.9230769230769231,1.0,0.8333333333333334,0.9090909090909091
250,125,best_logistic,train,0.9423076923076923,0.9574468085106383,0.9183673469387755,0.9375000000000001
251,125,best_logistic,test,0.9215686274509803,0.9,0.9642857142857143,0.9310344827586207
252,126,best_logistic,train,0.9805825242718447,0.9803921568627451,0.9803921568627451,0.9803921568627451
253,126,best_logistic,test,0.8269230769230769,0.7931034482758621,0.8846153846153846,0.8363636363636363
254,127,best_logistic,train,0.9223300970873787,0.9056603773584906,0.9411764705882353,0.923076923076923
255,127,best_logistic,test,0.9423076923076923,0.96,0.9230769230769231,0.9411764705882353
256,128,best_logistic,train,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.9038461538461539
257,128,best_logistic,test,0.9411764705882353,0.8928571428571429,1.0,0.9433962264150945
258,129,best_logistic,train,0.9223300970873787,0.9215686274509803,0.9215686274509803,0.9215686274509803
259,129,best_logistic,test,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616
260,130,best_logistic,train,0.9611650485436893,0.9607843137254902,0.9607843137254902,0.9607843137254902
261,130,best_logistic,test,0.8653846153846154,0.8518518518518519,0.8846153846153846,0.8679245283018868
262,131,best_logistic,train,0.9038461538461539,0.9038461538461539,0.9038461538461539,0.9038461538461539
263,131,best_logistic,test,0.9215686274509803,0.92,0.92,0.92
264,132,best_logistic,train,0.9805825242718447,0.96,1.0,0.9795918367346939
265,132,best_logistic,test,0.8653846153846154,0.9583333333333334,0.7931034482758621,0.8679245283018867
266,133,best_logistic,train,0.9029126213592233,0.8947368421052632,0.9272727272727272,0.9107142857142856
267,133,best_logistic,test,0.9615384615384616,0.9166666666666666,1.0,0.9565217391304348
268,134,best_logistic,train,0.9134615384615384,0.9038461538461539,0.9215686274509803,0.9126213592233009
269,134,best_logistic,test,0.8823529411764706,0.8846153846153846,0.8846153846153846,0.8846153846153846
270,135,best_logistic,train,0.9223300970873787,0.9074074074074074,0.9423076923076923,0.9245283018867925
271,135,best_logistic,test,0.8846153846153846,0.8064516129032258,1.0,0.8928571428571428
272,136,best_logistic,train,0.9514563106796117,0.9636363636363636,0.9464285714285714,0.9549549549549549
273,136,best_logistic,test,0.8653846153846154,0.8888888888888888,0.7619047619047619,0.8205128205128205
274,137,best_logistic,train,0.9423076923076923,0.9347826086956522,0.9347826086956522,0.9347826086956522
275,137,best_logistic,test,0.9411764705882353,0.9666666666666667,0.9354838709677419,0.9508196721311476
276,138,best_logistic,train,0.9514563106796117,0.9333333333333333,0.9545454545454546,0.9438202247191012
277,138,best_logistic,test,0.9230769230769231,0.9393939393939394,0.9393939393939394,0.9393939393939394
278,139,best_logistic,train,0.9223300970873787,0.9122807017543859,0.9454545454545454,0.9285714285714285
279,139,best_logistic,test,0.8846153846153846,0.8636363636363636,0.8636363636363636,0.8636363636363636
280,140,best_logistic,train,0.9326923076923077,0.9285714285714286,0.9454545454545454,0.9369369369369368
281,140,best_logistic,test,0.9411764705882353,0.9130434782608695,0.9545454545454546,0.9333333333333332
282,141,best_logistic,train,0.9029126213592233,0.8846153846153846,0.92,0.9019607843137256
283,141,best_logistic,test,0.9615384615384616,1.0,0.9259259259259259,0.9615384615384615
284,142,best_logistic,train,0.9223300970873787,0.9230769230769231,0.9230769230769231,0.9230769230769231
285,142,best_logistic,test,0.8846153846153846,0.88,0.88,0.88
286,143,best_logistic,train,0.9807692307692307,0.9629629629629629,1.0,0.9811320754716981
287,143,best_logistic,test,0.8627450980392157,0.8461538461538461,0.88,0.8627450980392156
288,144,best_logistic,train,0.9223300970873787,0.9056603773584906,0.9411764705882353,0.923076923076923
289,144,best_logistic,test,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
290,145,best_logistic,train,0.9514563106796117,0.9803921568627451,0.9259259259259259,0.9523809523809523
291,145,best_logistic,test,0.9038461538461539,0.875,0.9130434782608695,0.8936170212765957
292,146,best_logistic,train,0.9326923076923077,0.92,0.9387755102040817,0.9292929292929293
293,146,best_logistic,test,0.9215686274509803,0.9285714285714286,0.9285714285714286,0.9285714285714286
294,147,best_logistic,train,0.941747572815534,0.9259259259259259,0.9615384615384616,0.9433962264150944
295,147,best_logistic,test,0.9423076923076923,0.9230769230769231,0.96,0.9411764705882353
296,148,best_logistic,train,0.912621359223301,0.8888888888888888,0.9411764705882353,0.9142857142857143
297,148,best_logistic,test,0.9038461538461539,0.8620689655172413,0.9615384615384616,0.9090909090909091
298,149,best_logistic,train,0.9519230769230769,0.9423076923076923,0.9607843137254902,0.9514563106796117
299,149,best_logistic,test,0.8823529411764706,0.9166666666666666,0.8461538461538461,0.8799999999999999
300,150,best_logistic,train,0.9029126213592233,0.8867924528301887,0.9215686274509803,0.9038461538461539
301,150,best_logistic,test,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
302,151,best_logistic,train,0.9320388349514563,0.92,0.9387755102040817,0.9292929292929293
303,151,best_logistic,test,0.9423076923076923,0.9629629629629629,0.9285714285714286,0.9454545454545454
304,152,best_logistic,train,0.9711538461538461,0.9636363636363636,0.9814814814814815,0.9724770642201834
305,152,best_logistic,test,0.9019607843137255,0.875,0.9130434782608695,0.8936170212765957
